0.31298,-0.20095,0.11545,-0.19341,-1.3445,-0.41876
0.31317,-0.20106,0.11541,-0.19076,-1.3469,-0.41734
0.31338,-0.20118,0.11538,-0.18769,-1.3493,-0.41584
0.31357,-0.2013,0.11535,-0.18438,-1.3519,-0.41438
0.31373,-0.20143,0.11531,-0.18105,-1.3544,-0.41304
0.31389,-0.20157,0.11528,-0.178,-1.3569,-0.4117
0.31402,-0.20173,0.11524,-0.17526,-1.3593,-0.4103
0.31413,-0.20187,0.1152,-0.17235,-1.3619,-0.4089
0.31426,-0.20203,0.11517,-0.16926,-1.3646,-0.40758
0.31437,-0.20216,0.11513,-0.16598,-1.3674,-0.40643
0.31448,-0.2023,0.1151,-0.16249,-1.3701,-0.4054
0.31463,-0.20245,0.11506,-0.15904,-1.3727,-0.40433
0.3148,-0.20261,0.11503,-0.15549,-1.3751,-0.40326
0.31498,-0.20276,0.11499,-0.15199,-1.3773,-0.40229
0.31514,-0.2029,0.11496,-0.14846,-1.3796,-0.40129
0.31528,-0.20303,0.11492,-0.14464,-1.382,-0.40032
0.3154,-0.20317,0.11489,-0.14083,-1.3844,-0.39953
0.31553,-0.20331,0.11485,-0.13713,-1.3868,-0.39882
0.31567,-0.20344,0.11481,-0.1334,-1.3893,-0.39803
0.31581,-0.20357,0.11478,-0.12944,-1.3919,-0.39719
0.31598,-0.2037,0.11474,-0.12517,-1.3945,-0.39639
0.31613,-0.20383,0.11471,-0.12104,-1.3973,-0.39564
0.31629,-0.20394,0.11468,-0.11704,-1.4,-0.39486
0.31647,-0.20405,0.11466,-0.11277,-1.4028,-0.394
0.31664,-0.20416,0.11463,-0.10856,-1.4056,-0.39315
0.31683,-0.20425,0.1146,-0.10478,-1.4083,-0.39216
0.31704,-0.20432,0.11457,-0.10131,-1.4109,-0.39111
0.31728,-0.20438,0.11455,-0.098117,-1.4133,-0.39006
0.31752,-0.20442,0.11452,-0.095054,-1.4156,-0.38895
0.31776,-0.20446,0.11449,-0.091981,-1.4181,-0.38799
0.31799,-0.2045,0.11445,-0.089244,-1.4205,-0.38718
0.31822,-0.20454,0.11442,-0.086775,-1.4227,-0.3865
0.31843,-0.20459,0.1144,-0.08419,-1.4248,-0.38593
0.31864,-0.20463,0.11437,-0.081206,-1.4267,-0.38531
0.31887,-0.20465,0.11434,-0.078129,-1.4285,-0.38451
0.31907,-0.20465,0.11431,-0.07502,-1.43,-0.38372
0.31926,-0.20466,0.11428,-0.071814,-1.4315,-0.383
0.31944,-0.20466,0.11425,-0.068511,-1.4329,-0.38214
0.31962,-0.20465,0.11423,-0.065171,-1.4343,-0.38105
0.31978,-0.20463,0.1142,-0.062172,-1.4359,-0.37987
0.31995,-0.20459,0.11417,-0.059221,-1.4373,-0.37882
0.32013,-0.20455,0.11415,-0.055896,-1.4387,-0.37798
0.32033,-0.20452,0.11412,-0.05253,-1.4401,-0.37724
0.32052,-0.20448,0.1141,-0.049103,-1.4416,-0.37643
0.32072,-0.20447,0.11407,-0.04546,-1.4432,-0.37543
0.3209,-0.20445,0.11404,-0.041753,-1.4448,-0.37429
0.32107,-0.20442,0.11402,-0.037984,-1.4462,-0.37298
0.32125,-0.2044,0.11399,-0.034216,-1.4475,-0.3717
0.32146,-0.20437,0.11397,-0.030507,-1.4489,-0.37053
0.32169,-0.20434,0.11395,-0.026699,-1.4502,-0.36925
0.32192,-0.20432,0.11393,-0.022845,-1.4513,-0.36783
0.32213,-0.2043,0.11391,-0.019401,-1.4524,-0.36627
0.32236,-0.20429,0.11388,-0.01602,-1.4535,-0.36474
0.32257,-0.20427,0.11386,-0.012586,-1.4547,-0.36328
0.32278,-0.20425,0.11385,-0.0094905,-1.4559,-0.36171
0.32298,-0.20422,0.11383,-0.0065911,-1.4569,-0.36001
0.3232,-0.2042,0.11381,-0.003646,-1.4577,-0.35815
0.32342,-0.20418,0.11379,-0.00046583,-1.4587,-0.35611
0.32362,-0.20414,0.11377,0.0026884,-1.4596,-0.35385
0.32383,-0.2041,0.11374,0.0054154,-1.4606,-0.35148
0.32403,-0.20404,0.11372,0.0081665,-1.4616,-0.34914
0.32425,-0.20399,0.11369,0.011179,-1.4627,-0.34683
0.32447,-0.20395,0.11366,0.014288,-1.464,-0.34454
0.32472,-0.2039,0.11363,0.017567,-1.4655,-0.3424
0.32497,-0.20385,0.1136,0.020671,-1.467,-0.34043
0.32518,-0.20382,0.11358,0.023295,-1.4686,-0.33839
0.32538,-0.20379,0.11355,0.025751,-1.4701,-0.33633
0.32558,-0.20377,0.11353,0.028146,-1.4716,-0.33443
0.32579,-0.20374,0.11351,0.03043,-1.473,-0.33254
0.326,-0.20372,0.11349,0.032831,-1.4743,-0.33071
0.32617,-0.20371,0.11347,0.035174,-1.4756,-0.32888
0.32632,-0.20371,0.11345,0.037424,-1.4767,-0.32711
0.32647,-0.20372,0.11343,0.039978,-1.4778,-0.3255
0.32663,-0.20374,0.11341,0.042651,-1.4789,-0.32402
0.32678,-0.20375,0.11339,0.045307,-1.48,-0.32268
0.32692,-0.20375,0.11338,0.047981,-1.481,-0.3212
0.32703,-0.20376,0.11336,0.050469,-1.4819,-0.31955
0.32713,-0.20376,0.11334,0.052973,-1.4828,-0.31782
