0.31456,0.0016186,0.1746,-0.72312,-0.20988,0.58431
0.31493,0.0016532,0.17463,-0.71752,-0.21097,0.58306
0.31529,0.0016794,0.17467,-0.712,-0.21187,0.58172
0.31562,0.001704,0.1747,-0.70621,-0.21278,0.58034
0.31595,0.0017343,0.17474,-0.70021,-0.21379,0.57886
0.31627,0.0017664,0.17477,-0.69445,-0.2148,0.57721
0.31659,0.0018128,0.17481,-0.68886,-0.21587,0.5755
0.31691,0.0018791,0.17485,-0.68321,-0.21704,0.57377
0.31723,0.0019513,0.17489,-0.67734,-0.21826,0.57207
0.31757,0.00203,0.17493,-0.67127,-0.21951,0.5704
0.31788,0.0021162,0.17497,-0.66542,-0.22062,0.56875
0.31817,0.0022009,0.175,-0.65955,-0.22176,0.56731
0.31846,0.0022958,0.17504,-0.65345,-0.22295,0.56611
0.31877,0.0023923,0.17508,-0.64717,-0.224,0.56494
0.31911,0.0024773,0.17511,-0.6408,-0.22495,0.56373
0.31944,0.0025621,0.17514,-0.63452,-0.22577,0.56237
0.31978,0.0026482,0.17517,-0.62845,-0.22641,0.56093
0.32011,0.0027218,0.1752,-0.6224,-0.22694,0.55951
0.32043,0.0027787,0.17523,-0.61609,-0.22738,0.55817
0.32077,0.0028315,0.17525,-0.60978,-0.22783,0.55702
0.32111,0.0028861,0.17528,-0.60339,-0.22812,0.55596
0.32148,0.0029465,0.1753,-0.59708,-0.22839,0.55481
0.32184,0.0030153,0.17532,-0.59104,-0.22884,0.55366
0.32221,0.0030754,0.17535,-0.58494,-0.22939,0.55259
0.32259,0.0031236,0.17537,-0.57885,-0.23003,0.55156
0.32298,0.0031677,0.1754,-0.57293,-0.23073,0.55057
0.32338,0.003203,0.17542,-0.56688,-0.23141,0.54971
0.32381,0.0032322,0.17545,-0.56044,-0.23197,0.54903
0.32423,0.003265,0.17548,-0.55365,-0.23257,0.54855
0.32462,0.0032908,0.17551,-0.54688,-0.23337,0.54808
0.325,0.0033007,0.17554,-0.54038,-0.23429,0.54752
0.32538,0.0033156,0.17557,-0.53423,-0.23514,0.54699
0.32573,0.0033408,0.17561,-0.52833,-0.23602,0.54647
0.3261,0.0033576,0.17564,-0.52264,-0.23691,0.54598
0.32648,0.0033708,0.17567,-0.51698,-0.23773,0.54559
0.32688,0.0033913,0.1757,-0.51141,-0.23868,0.54507
0.32727,0.0034157,0.17572,-0.50597,-0.23965,0.54429
0.32767,0.0034333,0.17574,-0.50056,-0.24061,0.54351
0.32809,0.0034487,0.17577,-0.49551,-0.24158,0.54295
0.32854,0.0034788,0.17579,-0.49083,-0.24251,0.5426
0.329,0.0035121,0.17582,-0.48621,-0.2435,0.54234
0.32948,0.0035432,0.17585,-0.48144,-0.24463,0.54219
0.32993,0.0035798,0.17588,-0.47676,-0.24576,0.54225
0.33039,0.0036119,0.17591,-0.47218,-0.24671,0.54252
0.33085,0.0036385,0.17594,-0.46747,-0.24762,0.54297
0.33131,0.0036715,0.17596,-0.4627,-0.24858,0.54334
0.33178,0.0037162,0.17599,-0.45821,-0.24953,0.54373
0.33227,0.0037611,0.17601,-0.45408,-0.25064,0.54431
0.33278,0.0038026,0.17604,-0.4499,-0.25181,0.54497
0.33327,0.0038433,0.17606,-0.44531,-0.25289,0.54555
0.33376,0.003884,0.17609,-0.44061,-0.25394,0.54588
0.33424,0.0039237,0.17611,-0.43588,-0.25515,0.54614
0.3347,0.003962,0.17613,-0.43087,-0.25657,0.54652
0.33516,0.0040018,0.17615,-0.42596,-0.25807,0.54695
0.33563,0.00403,0.17617,-0.42131,-0.25951,0.54717
0.33609,0.004055,0.17619,-0.41686,-0.26079,0.54734
0.33653,0.0040926,0.17622,-0.41265,-0.26211,0.5475
0.33698,0.0041444,0.17624,-0.4087,-0.26357,0.54754
0.33744,0.0041984,0.17627,-0.40523,-0.26501,0.54742
0.3379,0.0042513,0.17629,-0.40208,-0.26645,0.54715
0.33839,0.0043168,0.17632,-0.39907,-0.26791,0.54686
0.33889,0.0043978,0.17634,-0.39617,-0.26934,0.54668
0.3394,0.0044754,0.17637,-0.39345,-0.2708,0.54668
0.33992,0.0045436,0.1764,-0.39109,-0.27228,0.54689
0.34045,0.0046141,0.17643,-0.38903,-0.27389,0.54732
0.34099,0.004693,0.17646,-0.38691,-0.27553,0.54783
0.34156,0.0047735,0.17649,-0.38474,-0.27718,0.5482
0.34213,0.004844,0.17652,-0.38274,-0.27897,0.54859
0.34269,0.0049103,0.17655,-0.38096,-0.28072,0.54913
0.34328,0.0049686,0.17658,-0.37923,-0.28229,0.54968
0.34386,0.0050103,0.17661,-0.37763,-0.28385,0.5502
0.34446,0.0050334,0.17665,-0.37609,-0.28544,0.55076
0.34508,0.0050553,0.17668,-0.37462,-0.28708,0.55146
0.34573,0.0050872,0.17671,-0.37356,-0.28883,0.5523
0.34637,0.0051238,0.17675,-0.37283,-0.29064,0.55319
0.34702,0.0051717,0.17678,-0.37235,-0.29241,0.55415
0.34768,0.0052219,0.17682,-0.37195,-0.29416,0.55526
0.34833,0.0052583,0.17685,-0.37159,-0.296,0.5564
0.34897,0.0052894,0.17689,-0.37123,-0.29791,0.55759
0.34961,0.0053247,0.17692,-0.37067,-0.2997,0.55889
0.35023,0.0053614,0.17696,-0.36999,-0.30125,0.56025
